Text,Target,intent
i need you to book me a flight from ft lauderdale to houston on southwest,63,book_flight
"find me a flight from nyc to la on march 1, returning on march 5",63,book_flight
find me a flight out of la to chicago on march 3rd for under $500,63,book_flight
what are some roundtrip flights from dallas to los angeles from march 2 to march 10,63,book_flight
i want to buy a plane ticket to travel from miami to honolulu on the 29th of february i need a return flight on march 5th,63,book_flight
i need to take a flight from florida to alabama on january 25th and i need to get back by the 30th,63,book_flight
i want to book a flight reservation from texas to new york on may 9th and i want to come back on the 15th,63,book_flight
i want to book a flight from hawaii to new york on july 8th and returning on july 10th,63,book_flight
i need to book a flight from texas to new york on may 25th and returning on the 28th,63,book_flight
"buy a flight from santa fe to jacksonville on new year's eve that returns on the fourth, please",63,book_flight
purchase a flight from slc to columbus on tuesday that returns on friday,63,book_flight
"purchase a flight from fiji to san diego on november 1 that returns on december 1, please",63,book_flight
purchase a flight from boise to sacramento on sunday and returning on wednesday,63,book_flight
buy a flight from phoenix to el paso on august 30 that returns on labor day,63,book_flight
book delta ticket madison to atlanta,63,book_flight
make delta reservation from madison to atlanta,63,book_flight
madison to atlanta delta ticket,63,book_flight
buy delta ticket madison to atlanta,63,book_flight
schedule flight from madison to atlanta on delta,63,book_flight
"book a flight from pensacola, fl to houston, tx on 17 february 2019 and returning on 7 march 2019",63,book_flight
"book a flight from jacksonville, fl to atlanta, ga on 14 february 2019 and returning on 1 march 2019",63,book_flight
"book a flight from key west, fl to san antonio, tx on 18 february 2019 and returning on 5 march 2019",63,book_flight
"book a flight from tampa, fl to baltimore, md on 11 february 2019 and returning on 19 march 2019",63,book_flight
"book a flight from miami, fl to columbus, ga on 16 february 2019 and returning on 2 march 2019",63,book_flight
show me roundtrip flights from dallas to houston for march 7 and march 10,63,book_flight
i am needing you to look up roundtrip flights form houston to miami for april 12 and april 15,63,book_flight
could you check and let me know roundtrip flights from dallas to houston for march 7 and march 20,63,book_flight
i need you to get me a flight booked from houston to miami on united airlines,63,book_flight
i am needing to get a flight out of el paso to dallas on march 10 for under $300,63,book_flight
would you give me available flights out of dallas to miami on june 8 for under $340,63,book_flight
would you let me know what flights are available out of dallas to el paso on march 20 for under $400,63,book_flight
let me know what flights there are out of dallas to miami on march 10 for under $450,63,book_flight
would you book me a flight to miami from dallas on southwest airlines,63,book_flight
i need a flight booked from dallas to miami on american airlines,63,book_flight
i am wanting you to book me a flight from houston to miami on united airlines,63,book_flight
would you look up roundtrip flights from dallas to houston for march 7 and march 10,63,book_flight
i would like to know what flights are available out of el paso to dallas on june 10 for under $300,63,book_flight
please get me a flight booked from miami to dallas on american airlines,63,book_flight
get me roundtrip flight information for flights from dallas to houston for june 8 and june 17,63,book_flight
get me a flight for tuesday on spiritcom to las vegas from chicago,63,book_flight
book me a flight from o'hare to las vegas on deltacom,63,book_flight
would you let me know what is on my shopping list,43,shopping_list
list out what is on my shopping list,43,shopping_list
i need for you to tell me what is on my shopping list,43,shopping_list
do you want me to shop for peanut butter,43,shopping_list
do you want peanut butter for your lunches this week,43,shopping_list
do you prefer peanut butter or cheese for your celery,43,shopping_list
did i put bread on my shopping list,43,shopping_list
i need to know the items on my shopping list,43,shopping_list
can you tell me if i have paper towels on my shopping list,43,shopping_list
does my shopping list include apples right now,43,shopping_list
can you look up what my shopping list has on it,43,shopping_list
do i have carrots on my shopping list,43,shopping_list
is ice cream currently on my shopping list,43,shopping_list
tell me what's on my shopping list,43,shopping_list
name the items on my shopping list,43,shopping_list
pull up my shopping list for me,43,shopping_list
what did i write down on my shopping list this time,43,shopping_list
what stuff did i put on my shopping list,43,shopping_list
my shopping list contains what again,43,shopping_list
what does my shopping list entail,43,shopping_list
what does my shopping list involve,43,shopping_list
what are my shopping list's content,43,shopping_list
tell me my shopping list,43,shopping_list
i need to hear what's on my shopping list,43,shopping_list
go over my shopping list with me,43,shopping_list
what do i have on my shopping list,43,shopping_list
what things are on my shopping list,43,shopping_list
list out my shopping list for me,43,shopping_list
can you list my shopping list for me,43,shopping_list
read me my shopping list please,43,shopping_list
what are the contents of my shopping list,43,shopping_list
i'd like to know what is on my shopping list,43,shopping_list
what is available on the shopping list,43,shopping_list
show me what's on the shopping list,43,shopping_list
what can you see on my shopping list,43,shopping_list
tell me what i put on the shopping list,43,shopping_list
what are all the things on the shopping list,43,shopping_list
i'd like to know what's on the shopping list,43,shopping_list
i need to know the things on my shopping list,43,shopping_list
tell me what i can find on the shopping list,43,shopping_list
tell me the things on my shopping list,43,shopping_list
read off shopping list,43,shopping_list
tell me whats on my shopping list,43,shopping_list
what's on my shopping list,43,shopping_list
check if my shopping list has tomato,43,shopping_list
does my shopping list have tomato written on it,43,shopping_list
on the shopping list did i put tomato,43,shopping_list
do i have tomato on the shopping list,43,shopping_list
is tomato on my shopping list,43,shopping_list
list everything on my shopping list,43,shopping_list
read my entire shopping list to me,43,shopping_list
display shopping list,43,shopping_list
can you show me my shopping list,43,shopping_list
can you read my shopping list to me,43,shopping_list
what all do i have on my shopping list,43,shopping_list
read me everything on my shopping list,43,shopping_list
can you tell me whats on my shopping list,43,shopping_list
can you tell me what i have on my shopping list,43,shopping_list
i need to know what i have on my shopping list,43,shopping_list
i'd like to know what's on my shopping list,43,shopping_list
read my shopping list to me,43,shopping_list
my list for shopping has what on it,43,shopping_list
my shopping list contains what,43,shopping_list
what do i need to buy at the store,43,shopping_list
what do i need to get when i go shopping,43,shopping_list
what do i have on my list for shopping,43,shopping_list
what products are on my shopping list,43,shopping_list
what did i put on my shopping list,43,shopping_list
what does my shopping list consist of,43,shopping_list
which purchases are on my shopping list,43,shopping_list
read me my shopping list,43,shopping_list
tell me what my shopping list consists of,43,shopping_list
can you remind me what i put on my shopping list,43,shopping_list
what all is on my shopping list,43,shopping_list
what did i put on my shopping list so far,43,shopping_list
give me all contents of my shopping list,43,shopping_list
i need to know what is on my shopping list,43,shopping_list
"can you tell me my shopping list items, please",43,shopping_list
what items are on my shopping list,43,shopping_list
do i need to get milk,43,shopping_list
do i need milk at the store,43,shopping_list
did i remember to put milk in the shopping list,43,shopping_list
did i put milk on the shopping list,43,shopping_list
tell me what is on my shopping list,43,shopping_list
what do i need to go shopping for,43,shopping_list
what do i need when i go shopping,43,shopping_list
what does my shopping list say that i should get,43,shopping_list
what kind of items are on my shopping list,43,shopping_list
whats on my shopping list at the moment,43,shopping_list
whats on my list for shopping,43,shopping_list
is there milk on my shopping list,43,shopping_list
does my shopping list consist of chips,43,shopping_list
are tomatoes on my shopping list,43,shopping_list
is a toothbrush on my shopping list,43,shopping_list
does my shopping list include corn,43,shopping_list
do i have a big shopping list,43,shopping_list
show everything on my to buy list,43,shopping_list
show shopping list,43,shopping_list
what's on the shopping list,43,shopping_list
show me my shopping list,43,shopping_list
can you text elizabeth and tell them i forgot to bring drinks,26,text
text wenona and tell her we will be there tomorrow,26,text
text christopher and tell him i will stop by,26,text
text audrey and tell her i will be there soon,26,text
text christy and ask her what she wants for dinner,26,text
can you text christopher and tell them im on my way,26,text
text roderick and tell him im running late,26,text
can you text marissa and tell them to stop calling me,26,text
can you text arthur and tell them im almost there,26,text
can you text kayla and tell them im running late,26,text
text chris and ask what time he will be home,26,text
send a text and tell chris i’m not working today,26,text
text message chris and say i love you,26,text
send chris a text message that says stop for milk on your way home,26,text
send a text message to chris and ask what he wants to eat for dinner,26,text
send ally a text message the message is that i just landed,26,text
could you send a text to marty and say i am running behind,26,text
send a text to brooklyn with the message that i will see them later,26,text
please text nancy and give them the message that i am on vacation,26,text
text bill and tell him i'll be 30 minutes late,26,text
send a text to lisa and ask her to call me when she gets home,26,text
give a text to my cousin linda that says happy birthday,26,text
text tony and invite him to my party next saturday,26,text
send my brother mike a text that says i'm home,26,text
i have to send a text,26,text
i need you to text someone for me,26,text
send sal a text and tell them thanks,26,text
i need you to send a text,26,text
text sal and let them know the answer is yes,26,text
let sal know by text i will be attending,26,text
i have to have a text sent,26,text
text sal and tell them hi,26,text
i need sal to be texted and say i'll be there,26,text
please send ann a text and tell her i will be home in 20 minutes,26,text
please send a text to phil and ask him if he wants to play golf this weekend,26,text
send bill a text for me and tell him i will be 30 minutes late,26,text
send a text to ashley and ask her what she wants to do for supper,26,text
send amy a text for me and tell her i need to meet,26,text
i want to send a text message to,26,text
create a text message to,26,text
communicate via text to,26,text
send text message to,26,text
send a text message for me,26,text
please send a text message to natalie for me,26,text
i want to text natalie,26,text
i want you to send a text message for me,26,text
send a message to natalie in the form of a text,26,text
message mom where are you,26,text
compose a text to mom i'll talk to you later,26,text
send mom a message i'll talk to you later,26,text
send mom a text asking where are you,26,text
send a text for me,26,text
i want to send a text,26,text
send a text to mom i'll talk to you later,26,text
text mom i'll talk to you later,26,text
text robby hello,26,text
text mom and let her know i'll be there soon,26,text
text mom where are you,26,text
send mom a text i'll talk to you later,26,text
compose text message,26,text
send a message to mom be there soon,26,text
start a new text,26,text
create a new text,26,text
set up a new text message,26,text
send a text message to alice,26,text
text alice,26,text
write a text to alice,26,text
text a message to alice,26,text
text my doctor and tell him it happened again,26,text
text mary and tell them i'm on my way,26,text
text robert and tell him winter is coming,26,text
text nick and tell him the car's ready,26,text
text my wife and tell her i'm divorcing her,26,text
can you tell bob to get his dog via text,26,text
can you send a text to my mother irene and tell her i love her,26,text
can you text mary and tell them it's ready,26,text
can you ping priest chris with a text and send the following confession,26,text
can you text the sgt adam and tell them i found the missing girl,26,text
text matt and tell him i will be late tonight,26,text
text paul and ask him what time the cookout is on saturday,26,text
start a new text to maureen and tell her i go mom's christmas present,26,text
text billy and tell him to be at monday's meeting at 3pm,26,text
text william and ask him to pick up organic apples tonight,26,text
write text message to someone,26,text
text someone,26,text
can you send a text to someone,26,text
write text and send to someone,26,text
send a text to someone,26,text
text my friend for me and tell them to meet me later,26,text
text my boss for me and tell them i will be a little bit late,26,text
text my coworker for me and tell them the due date,26,text
text my dad for me and tell them i love you,26,text
text my mom for me and tell them i will be home soon,26,text
please send a text,26,text
send a text message,26,text
i need to send a text,26,text
can you send a text for me,26,text
create a new text message,26,text
please send a message to peter telling him to pick up milk,26,text
text josh and tell him i need a delivery,26,text
the bill for water and electricity is how much,27,bill_balance
what's my bill for water and electricity,27,bill_balance
"for my water and electricity, how much is the bill",27,bill_balance
how much is the bill for my water and electricity,27,bill_balance
my water and electricity bill is how much,27,bill_balance
what is the total amount that i owe to sony and verizon,27,bill_balance
please tell me how much i owe sprint and how much i owe hsn,27,bill_balance
tell me how much my verizon and comcast bill come to together,27,bill_balance
how much in total do i need to pay cox and at&t,27,bill_balance
please let me know how much my bills for comcast and sprint total,27,bill_balance
what do my bills add up to,27,bill_balance
how much do i owe in bills,27,bill_balance
what's the balance on my bills,27,bill_balance
read my bill balances,27,bill_balance
how much are my bills,27,bill_balance
find out what my water bill costs please,27,bill_balance
how much is my electricity bill costing me,27,bill_balance
find out the cost of my bill payments,27,bill_balance
let me know the amounts i owe for my utilities and tuition bills,27,bill_balance
how much money do i need to spend on bill payments,27,bill_balance
can you tell me what i owe for this month's phone bill,27,bill_balance
tell me the sum total of my water and electricity bills,27,bill_balance
can you tell me the total cost of my bills please,27,bill_balance
what is the total amount due on my electricity bill,27,bill_balance
what am i being charged for my water bill,27,bill_balance
tell me how much my cable bill is,27,bill_balance
what is the total for my utilities bill this month,27,bill_balance
how much do i owe for my gas and phone bills,27,bill_balance
tell me what is owed for my water and gas bills,27,bill_balance
i need to know the amounts due for my utilities and cable bills,27,bill_balance
let me know how much money i will need to spend on paying bills,27,bill_balance
please let me know how much my gas bill is,27,bill_balance
i need to know the cost of the cable bill,27,bill_balance
how much in total will i be paying for bills,27,bill_balance
what do i owe for my utilities bill,27,bill_balance
please give me the full balance on my water bill,27,bill_balance
how much is the total due for my pgw gas bill,27,bill_balance
what's the amount due on my latest sprint bill,27,bill_balance
"i need the dollar amount due on my verizon bill, please",27,bill_balance
can you tell me what the amount on my directv bill is,27,bill_balance
remind me of the invoice total for my plumbing bill,27,bill_balance
tell me what amount i have to pay for my directv bill please,27,bill_balance
i need to know my bill total for my verizon payment due this month,27,bill_balance
please find the current balance on my con edison bill,27,bill_balance
what's the balance on my sprint account,27,bill_balance
how much is my xfinity bill this month,27,bill_balance
what's the cost of my dte bill plus my electricity bill,27,bill_balance
my dte bill is how much,27,bill_balance
what is my dte bill this month,27,bill_balance
how much are my electric and heating bills,27,bill_balance
my dte and water bills are how much,27,bill_balance
my water bill is how much this month,27,bill_balance
how much is my electric bill for this month,27,bill_balance
how much are my xfinity and dte bills,27,bill_balance
how much are my cable and water bills,27,bill_balance
how much do i have to pay on my bills,27,bill_balance
can you check the balance on the water bill,27,bill_balance
how much do i have to pay for my cable bill,27,bill_balance
how much do i owe on my cable bill,27,bill_balance
can you find out how much i owe on my bills,27,bill_balance
can you check and see how much i owe on my cable bill,27,bill_balance
do you know how much i owe on my cable bill,27,bill_balance
how much do i need to pay on my bills,27,bill_balance
can you tell me how much i owe on my cable bill,27,bill_balance
how much is my comcast bill,27,bill_balance
what is the amount on my comcast bill,27,bill_balance
what is the my comcast bill this month,27,bill_balance
what do i owe bill wise,27,bill_balance
do i have any due bills and how much,27,bill_balance
do i still owe any bills,27,bill_balance
how much do i have to pay for my bills this month,27,bill_balance
do i owe any bills,27,bill_balance
what's the final amount of all the money i need to pay in bills this month,27,bill_balance
add all my bills for this month and tell me the total,27,bill_balance
what's the sum of all i owe on bills this month,27,bill_balance
what's the total i owe on all my bills,27,bill_balance
what's the water bill,27,bill_balance
how much are all my bills combined,27,bill_balance
what's my mortgage payment going to be this month,27,bill_balance
what do i owe on the car this month,27,bill_balance
how much are utilities,27,bill_balance
how much is my gas bill,27,bill_balance
how much is my internet bill,27,bill_balance
how much is my cable bill,27,bill_balance
how much is my rent,27,bill_balance
how much is my cable bill for,27,bill_balance
how much is my current water bill for,27,bill_balance
how much is my electric bill for,27,bill_balance
how much is my water bill for,27,bill_balance
how much is my current cable bill for,27,bill_balance
what is the amount on my water bill,27,bill_balance
how much do i have on credit card bill,27,bill_balance
what is the balance on my bills,27,bill_balance
what is my domain name bill,27,bill_balance
how much is my groceries and gas bill,27,bill_balance
what is the cost of water and electric this month,27,bill_balance
what is the amount of balance i have to pay on my bill,27,bill_balance
how much do i owe on bills,27,bill_balance
how much on bills to i have to pay,27,bill_balance
what is my email subscriction services bill,27,bill_balance
tell lydia and laura where i am located,58,share_location
share my location with brad and terry,58,share_location
tell john and sam where i am,58,share_location
share my location with darren and stacey,58,share_location
let cora and nancy know were i am now,58,share_location
share my gps coordinates with my dad,58,share_location
share my gps coordinates with kelly,58,share_location
share my gps coordinates with my brother,58,share_location
share my gps coordinates with my mother,58,share_location
share my gps coordinates with jim,58,share_location
please show my current location to andre,58,share_location
give the boys my location please,58,share_location
can you share my location with my girlfriends,58,share_location
let shih chieh see my location,58,share_location
"share my location with mom, please",58,share_location
let coach know where i am,58,share_location
share my location with ma,58,share_location
tell base camp my gps coordinates,58,share_location
tell the kids where i am,58,share_location
let the folks know my gps coordinates,58,share_location
my friend steve needs my gps coordinates send them to him,58,share_location
let the rents have my current location,58,share_location
let my group know what my current location is,58,share_location
give boss my current location,58,share_location
give me current gps coordinates to my sister,58,share_location
give my current location to robyn now,58,share_location
send my current location to my superior,58,share_location
let lucy know my gps coordinates,58,share_location
tell carl my gps coordinates,58,share_location
i need you to send my location to paul and ryan,58,share_location
share my coordinates with melissa and doug,58,share_location
can you let sam and woody know where i am,58,share_location
let randy and travis know where i'm at,58,share_location
can you give my whereabouts to doug and buster,58,share_location
please show me how to share my location with noel,58,share_location
how do i share my location with noel,58,share_location
i need to share my location with noel,58,share_location
how can i show noel where i am right now,58,share_location
i need to send my current location to sean,58,share_location
i would like to share my location with my mom,58,share_location
please send my location to haley,58,share_location
i need to share my location with trey,58,share_location
trey needs my current location,58,share_location
can you tell bob and alice where i am,58,share_location
i would like ms johannson and ms alba to be informed of my location,58,share_location
advise sam of my current location please,58,share_location
please send the police my location with gps,58,share_location
please tell my location to bob,58,share_location
i need you to push my location to cory,58,share_location
please share my location with my boss and my lawyer,58,share_location
give my boyfriend my gps coordinates,58,share_location
will you let mary know my location,58,share_location
send my location to my mom,58,share_location
i need you to let mr miyagi and daniel know where i am,58,share_location
can you share my current location with amy,58,share_location
post my gps coordinates to my facebook friends,58,share_location
please let my mom and dad know my location,58,share_location
i need the tow truck to be given my gps coordinates,58,share_location
have miranda know about my current location,58,share_location
send the location i'm at with martin,58,share_location
give my location right now to my family,58,share_location
inform eric of my current location,58,share_location
my gps coordiantes will be shared with aunt sunny,58,share_location
gps coordinates share with home,58,share_location
send my gps coordinates with home base please,58,share_location
share to grandma my gps coordinates,58,share_location
give adam my gps coordinates,58,share_location
send my gps location to manuel,58,share_location
give jim my gps location,58,share_location
share my location with sarah,58,share_location
give tim my current location from the gps,58,share_location
can you forward my location to tom,58,share_location
share my location with my sister,58,share_location
share my location wtih amanda now,58,share_location
share my location with mom,58,share_location
start sending my location to alex,58,share_location
tell brady where my location is,58,share_location
share location with bill,58,share_location
let barbara know where i'm at,58,share_location
please tell wanda where i am now,58,share_location
please tell steve my location,58,share_location
tell bill and craig where i am,58,share_location
give my location to bill and craig,58,share_location
inform bill and craig of my location,58,share_location
can you tell bill and craig where i am,58,share_location
let bill and craig know where i am,58,share_location
alert the wife of my exact location,58,share_location
let the wife see where i'm at,58,share_location
let dan know where i am,58,share_location
allow my son to see my gps coordinates,58,share_location
share my gps location with steve,58,share_location
can you share my location with mom,58,share_location
please allow dan to see my location,58,share_location
can you let ben and jerry know my current location,58,share_location
share my location with ben and jerry,58,share_location
can you show ben and jerry where i am currently at,58,share_location
send my location to ben and jerry,58,share_location
let ben and jerry know where i am,58,share_location
"how do i share where i am, with another person",58,share_location
give tom my location,58,share_location
i am ready now to cash in on the many credit card points i have saved up,6,redeem_rewards
i have credit card points but don't know how to use them,6,redeem_rewards
walk me through the best ways to use my credit card points,6,redeem_rewards
i am ready now to use some of the credit card points i have saved,6,redeem_rewards
i want to hear more about how i can use my credit card points,6,redeem_rewards
how can i cash in the rewards i earned with my visa card,6,redeem_rewards
walk me through the process of cashing in on credit card points,6,redeem_rewards
i would like to use my credit card points,6,redeem_rewards
do i have enough credit card points to redeem a new appliance,6,redeem_rewards
i would love to redeem some smart speakers with my credit card points,6,redeem_rewards
how can i redeem rewards earned through my amex card,6,redeem_rewards
how can i cash in on the rewards i earned through my american express card,6,redeem_rewards
could i redeem my credit card points on a new tv,6,redeem_rewards
can you help me figure out how to utilize my credit card points,6,redeem_rewards
can you explain to me how i ought to use my credit card points,6,redeem_rewards
i would like to use my credit card points to acquire a new laptop,6,redeem_rewards
i would like to redeem my credit card reward points,6,redeem_rewards
have i got enough credit card points to get a new tablet device,6,redeem_rewards
i have a lot of credit card points saved up and would like to start redeeming them,6,redeem_rewards
walk me through reward redemption from my barclay's card,6,redeem_rewards
explain to me how to cash in rewards for my mastercard,6,redeem_rewards
help me figure out redemption of my credit card points,6,redeem_rewards
how can i redeem the points i've earned with my credit card,6,redeem_rewards
i have a lot of points saved up from my credit card rewards but don't know how to redeem them,6,redeem_rewards
can you help me begin the process of redeeming credit card points,6,redeem_rewards
"i want to redeem points on my chase card, but how",6,redeem_rewards
how can i cash in rewards on my discover card,6,redeem_rewards
"if i want to redeem miles from my delta skymiles card, how do i do that",6,redeem_rewards
how can i cash in rewards on my chase card,6,redeem_rewards
how can i cash in the rewards i have earned on my amex,6,redeem_rewards
i need you to check if my credit card points are redeemable right now,6,redeem_rewards
call my credit card company and ask can i use my points,6,redeem_rewards
i want to know if i can redeem my credit card points now,6,redeem_rewards
i check my credit card company to see if my points are good to go,6,redeem_rewards
can you check with my credit card company and see if i can redeem my points,6,redeem_rewards
do i need a certain amount of points before i can redeem them,6,redeem_rewards
are there any steps i need to take to use my credit card points,6,redeem_rewards
if i want to use my credit card points what do i do,6,redeem_rewards
can i redeem my credit card points for anything,6,redeem_rewards
how many points do i need before i can redeem them,6,redeem_rewards
at what point balance can i redeem my points,6,redeem_rewards
do i have to contact someone to use my credit card points,6,redeem_rewards
do i have enough points to for a redemption,6,redeem_rewards
what do i do if i want to use my credit card points,6,redeem_rewards
how can i redeem my credit card points,6,redeem_rewards
what steps do i take to redeem my credit card points,6,redeem_rewards
can you tell me how to redeem my credit card points,6,redeem_rewards
"in order to redeem my credit card points, what should i do",6,redeem_rewards
what do i need to do in order to redeem my credit card points,6,redeem_rewards
do you think i could get a target gift card with my credit card points,6,redeem_rewards
is a walmart gift card one of the things i can use my credit card points on,6,redeem_rewards
let's use my credit card points,6,redeem_rewards
tell me how to use credit card points,6,redeem_rewards
my amex rewards; how do i get them,6,redeem_rewards
i'd like to redeem my credit card points,6,redeem_rewards
use my credit card points,6,redeem_rewards
am i able to redeem my credit card points for an amazon gift card,6,redeem_rewards
"if i want to cash in my american express rewards, how do i do that",6,redeem_rewards
cash in rewards for my visa card,6,redeem_rewards
how do i redeem my credit card points,6,redeem_rewards
what do i do to redeem credit card points,6,redeem_rewards
how can i cash in my credit card points,6,redeem_rewards
can i use my credit card points for gas,6,redeem_rewards
what do i need to do for my mastercard rewards,6,redeem_rewards
how can i go about cashing in rewards with discover,6,redeem_rewards
"if i redeem my credit card points, can i get a kroeger gift card",6,redeem_rewards
please inform regarding the procedure to cash in my rewards for my citibank card,6,redeem_rewards
please tell me the procedure to cash in my rewards for my citibank card,6,redeem_rewards
i need information regarding the procedure to cash in my rewards for my citibank card,6,redeem_rewards
tell me how i should cash in my rewards for my citibank card,6,redeem_rewards
what's the way to cash in my rewards for my citibank card,6,redeem_rewards
how do i cash the reward for first bankcard,6,redeem_rewards
how do i use my credit card points,6,redeem_rewards
i want to convert my credit card points,6,redeem_rewards
let me use my credit card points,6,redeem_rewards
how do i use reward for my first hawaiian bank,6,redeem_rewards
i want to utilize my credit card points,6,redeem_rewards
how do i utilize my credit card points,6,redeem_rewards
can i convert my credit card points to milage,6,redeem_rewards
can i use my credit card point on amazon,6,redeem_rewards
can i redeem my credit card points to cash,6,redeem_rewards
how do i use the reward for my bank of hawaii,6,redeem_rewards
i want to use my credit card points,6,redeem_rewards
what are ways to utilize my credit card points,6,redeem_rewards
i want to cash my credit card points,6,redeem_rewards
how do i cash the reward for city,6,redeem_rewards
how do i cash in my reward for chase,6,redeem_rewards
can i redeem my credit card on safeway,6,redeem_rewards
can i use my credit card points to make purchase,6,redeem_rewards
tell me how to utilize my card points,6,redeem_rewards
how do i get cash back for the rewards on my amex card,6,redeem_rewards
transfer my cash reward balance to my bank,6,redeem_rewards
how do i redeem my card points,6,redeem_rewards
what do i do to get cach back for points on my discover card,6,redeem_rewards
i want to redeem my card points for cash,6,redeem_rewards
i want to use the cash that my points have earned on my credit card,6,redeem_rewards
what's the procedure to get cash back rewards on my visa,6,redeem_rewards
tell me how to redeem my credit card points,6,redeem_rewards
how do i obtain the cash for the rewards on my hy-vee card,6,redeem_rewards
i want to cash out my credit card points,6,redeem_rewards
can i get some music by three six mafia in here,106,play_music
what does x’s music sound like,106,play_music
may i hear some music by fleet foxes,106,play_music
can i hear some music by cloud control,106,play_music
can x’s music be played,106,play_music
play some music for me,106,play_music
i'd like to hear my workout playlist,106,play_music
put on my jam session playlist please,106,play_music
can i hear my smooth jazz playlist,106,play_music
play a song for me,106,play_music
let's hear my workout playlist,106,play_music
put my workout playlist on,106,play_music
"put my music on, please",106,play_music
play rock playlist,106,play_music
play some music,106,play_music
rock playlist please,106,play_music
can you play music,106,play_music
i want to listen to music,106,play_music
can you play the rock playlist,106,play_music
music please,106,play_music
rock music playlist,106,play_music
i want to hear my rock playlist,106,play_music
play that song hey,106,play_music
yo play that song that go like she take my money,106,play_music
can u play the song that sound like bells going off,106,play_music
play me the playlist entitled jazz,106,play_music
turn on the rap playlist,106,play_music
turn my drake playlist on,106,play_music
i want to hear my hip hop playlist,106,play_music
i need to listen to my beyonce playlist,106,play_music
can you play right above it,106,play_music
can you play everlong by foo fighters,106,play_music
play the song god's plan,106,play_music
please play come as you are by nirvana,106,play_music
please play the new lady gaga song,106,play_music
can you put on music by beach house,106,play_music
can you find music by slow magic to put on,106,play_music
i want to play my maroon 5 playlist,106,play_music
"i want to listen to my maroon 5 playlist, play it for me",106,play_music
look up my maroon 5 playlists; play it,106,play_music
would you play my maroon 5 playlist,106,play_music
i need for you to play my maroon 5 playlist,106,play_music
can you play music the beatles,106,play_music
i need to play the song that goes like hey jude don't make it bad,106,play_music
please play even flow by pearl jam,106,play_music
play help! by the beatles,106,play_music
i wanna play the song that goes like hey jude don't make it bad,106,play_music
please play 1979 by the smashing pumpkins,106,play_music
can you play music by bob dylan,106,play_music
can you play music by led zeppelin,106,play_music
go ahead and play the song that goes like hey jude don't make it bad,106,play_music
please play the song that goes like hey jude don't make it bad,106,play_music
can you play some music by the beatles for me,106,play_music
play the song that goes like hey jude don't make it bad,106,play_music
play heart shaped box,106,play_music
play hey jude,106,play_music
can you play music by the rolling stones,106,play_music
commence playing music,106,play_music
play me some music,106,play_music
i want to hear some music,106,play_music
start up some music,106,play_music
start playing some music,106,play_music
i want to hear my vaporwave playlist,106,play_music
play my post-rock playlist,106,play_music
play the song called guerrilla radio,106,play_music
resume my metal playlist,106,play_music
resume my death metal playlist,106,play_music
please play my taylor swift mix,106,play_music
start my playlist,106,play_music
start playing my black metal playlist,106,play_music
play the song called blood brothers,106,play_music
play that song called bring the noise,106,play_music
play me some tunes,106,play_music
i want to hear pop music,106,play_music
play some rock,106,play_music
play that song called colony of birchman,106,play_music
play the song called tiny dancer,106,play_music
turn the radio on for some music,106,play_music
can you play your guitar right now,106,play_music
"can you play me that, ""baby shark, doo doo,"" song",106,play_music
"play the song with the lyrics, ""baby shark, doo doo",106,play_music
"find the song with, ""baby shark, doo doo",106,play_music
"i want to hear the song that has, ""baby shark, doo doo",106,play_music
"that ""baby shark, doo doo,"" song, i want to hear it",106,play_music
i want to hear beatles music,106,play_music
i want to listen to music by the beatles,106,play_music
play songs by the beatles,106,play_music
play music by the beatles,106,play_music
play beatles,106,play_music
pull up my shower playlist,106,play_music
i need to hear my shower playlist,106,play_music
use my shower playlist,106,play_music
do the shower playlist please,106,play_music
i want to hear my shower playlist,106,play_music
is it okay to listen to elvis' music,106,play_music
can you play elvis,106,play_music
can you let me listen to elvis,106,play_music
do you have music by elvis,106,play_music
do you have any elvis music,106,play_music
find that song that goes something like i'm hooked on a feeling,106,play_music
add my dentist appointment to the calendar,105,calendar_update
add a vet appointment for 5 pm on saturday,105,calendar_update
i need to edit this event out of my calendar,105,calendar_update
please remove an event from this calendar,105,calendar_update
i no longer want this event in my calendar,105,calendar_update
delete that event from calendar,105,calendar_update
make sure to add to my calendar the staff meeting for march 1 at 10 am,105,calendar_update
add staff meeting to my calendar for march 1 at 10:00 in the morning,105,calendar_update
i want you to add staff meeting to my calendar for march 1 at 10:00 am,105,calendar_update
"please add to my calendar for the staff meeting that is scheduled on march 1, 2019 at 10 am",105,calendar_update
the staff meeting on march 1 at 10:00 am needs to be added to my calendar,105,calendar_update
leave the date of june 4 open on my calendar,105,calendar_update
i need anniversary dinner added to my schedule for march 7,105,calendar_update
can you change the date of the doctor's appointment event in my calendar from april 1 to april 3rd,105,calendar_update
i need a clear calendar for april 15,105,calendar_update
please add final exams to my calendar for may 2,105,calendar_update
add mom's birthday to my calendar on april 12,105,calendar_update
please take final exams off my calendar for may 3,105,calendar_update
add dentist appointment to my calendar for march 1,105,calendar_update
remove the may 11 event called baby shower from my calendar,105,calendar_update
clear my entire schedule for april 1,105,calendar_update
take the event called surprise party off my calendar for june 2,105,calendar_update
i want you to cancel the event called 'bachelorette party' on april 15,105,calendar_update
please schedule an event called 'nadine's baby shower' on my calendar,105,calendar_update
remove the june 12 event called sasha's wedding from my calendar,105,calendar_update
